global_prod_id,product_name
P3405,سبازموديجستين 30 قرص س جدبد
P3406,فلاكسوبرايد  30 اقراص
P3407,سوابيفينت للاستنشاق 20 جرعة احادية
P3408,كونفينتين 800 كبسول
P3409,ايموكس 500مجم  كبسول
P3410,اورلى  3 شريط كبسول
P3411,بيرفكت كير محلول صغير
P3412,تراى ليرج قطره س جديد
P3413,اوكيو جارد 30 كبسول
P3414,اوميجا ار اكس 60 كبسوله عرض
P3415,سولوفريش قطرة للعين 10مل
P3416,كونفنتين 300 عادى
P3417,زانثيستوب 80مجم 30قرص
P3418,باور كولد اند فلو 20 قرص
P3419,كالوبين نقط
P3420,كانديكيور لبوس مهبلى
P3421,كالسيترون 3 شريط  س جديد
P3422,سترينجازول 40 مجم 21 قرص
P3423,ستربتوكين 10 قرص سعر جديد
P3424,ادول 24قرص/جلفار انتبه
P3425,ادول اكسترا ق/جلفار انتبه
P3426,الكابرايد 50 مجم اقراص
P3427,كلاجون 10كيس
P3428,كلافيموكس 457 مجم شراب
P3429,اوميجا زاد شراب
P3430,زولامول نقط
P3431,سوفيناسين 5 مجم 30 قرص
P3432,سوفيناسين 10 مجم اقراص
P3433,موبيتيل 15 مجم اقراص
P3434,بيتاديرم مرهم
P3435,بيتافيوسين كريم
P3436,ديباكين كورنو 500مجم - 30ق
P3437,زيثروكان 100مجم شراب
P3438,فيجاموكس قطرة 5مل
P3439,نيفيلوب بلس 5\12.5مجم20ق
P3440,دانست 4 مجم 3 امبولة سعر جديددد
P3441,فاستيل 120 مجم 20 قرص انتبه
P3442,نانازوكسيد 500مجم 18قرص
P3443,اتوريزا 10\10مجم 28 قرص
P3444,بروكاسوفت 2 مجم 14 قرص سعر جديد
P3445,اكسفورج 160/5 مجم 14ق
P3446,تكساكورت 0.1% كريم
P3447,هكستول مضمضة س جديد
P3448,التراسولف شراب
P3449,اليكاسال كريم  30جم كبير
P3450,جلوكوفاج 500مجم اقراص
P3451,اوركاديكسولين 5مل قطرة ثلاجه
P3452,اوروفكس مضمضه بالنعناع س جديد
P3453,اوندالينز 8 مجم سريع الزوبان
P3454,توتافيت 15قرص
P3455,تيرز جارد قطرة
P3456,سيتال نقط سعر جديد
P3457,سيتالو 20مجم  14ق/الدلتا
P3458,سيفيكسيم 30مل شراب / فاركو
P3459,كيريلا 15 جم  مرهم س جديد
P3460,ليرجيكير شراب
P3461,ليفوهيستام شراب 120مل
P3462,ليفوكسين  500 مجم 5قرص
P3463,ثيوتاسيد 600 مركب 3 شريط س جديد
P3464,فيروترون 20ك شريطين
P3465,جابتين 400 مجم 3شريط
P3466,جاراميسين كريم س جديد
P3467,بروكسيمول  ــــ 40ق سعر جديد
P3468,ديكسازون 20 قرص جديد
P3469,سيترا فورت حبيبات
P3470,فيوسى مرهم15 جرام  صغير
P3471,فيوسى كريم 15 جرام صغير
P3472,فيوسيكورت 20جم كريم جديد
P3473,فيوسى - زون كريم15 جرام   صغير
P3474,فيوسيدين كريم 20 جرام  سعر جديدد
P3475,ليمتلس ماكس رجال ق باكت 15
P3476,بانثينول  كريم 50 جرام كبير سعر جديد
P3477,دانست 4 مجم 666 امبول
P3478,ياسمين 21 قرص س ج
P3479,اتاكاند 4مجم 14قرص
P3480,بروفين حبيبات فواره ... 10كيس
P3481,كلاسيد 500مجم 14قرص
P3482,راميسيفاتريكس 1جم فيال س ج
P3483,لبن انشور فانيليا س ج
P3484,ازموراب 40مجم كبسول س ج
P3485,امريزول محلول وريدى س ج
P3486,اورلى كبسول س ج
P3487,جلوكوفاج اكس ار 1000 س ج
P3488,ليبانتيل سوبر 3شرائط اقراص
P3489,بروكورلان 5م اقراص س ج
P3490,ترنتال 400 اقراص س ج
P3491,اماريل 2مجم س ج
P3492,اندرال 40 - اقراص س ج
P3493,سيلوكينزوك 50م اقراص
P3494,ليبانتيل 300 كبسول س ج
P3495,بيتابرونات بلس كريم
P3496,جروث فورميلا كبار شيكولاتة
P3497,فوميبريك اقراص س ج
P3498,اوميز 40مجم 30 قرص
P3499,دالاسين كريم مهبلى س ج
P3500,ستوجيرون اقراص س ج
P3501,ابلى فاى 5 مجم اقراص
P3502,امبيسيللين 500 كبسول النصر
P3503,سوليتراكت 10 م اقراص
P3504,ايلون شامبو
P3505,ريجين محلول
P3506,ريدوكسون اقراص فوار
P3507,سيفيتيل فوار اقراص
P3508,سيالونج 20مجم اقراص
P3509,سيليبورج100ملى اقراص
P3510,دايسارتان 160مجم
P3511,دابسون 50م 20ق س ج
P3512,دابسون 100م 10ق س ج
P3513,داندل شامبو 250م انفنتى
P3514,داندل كريم كبير 1000جم انفنتى
P3515,سالوفالك 500قرص س ج
P3516,سابوكتيك 600مجم اقراص
P3517,ثربدوب 600 نقط
P3518,ثرومبو 75 مجم ق
P3519,تولتيرودين 2مجم اقراص س ج
P3520,روتاهيلكس اقراص
P3521,بى اند بى كريم للهالات السوداء س ق
P3522,ايزو بامب 20مجم/اقراص
P3523,ايه اى جى ايزوميبرازول
P3524,جيسترانيل ق بديل جينيرا
P3525,ديكلواد اكياس
P3526,ديكلوسب اقراص
P3527,ديافلوزميت 1000/10 اقراص
P3528,ديجليفوز 5/850 بلس مجم اقراص
P3529,ريبو كريم
P3530,ريجو شامبو س ق
P3531,ريجو لوسيون صغير
P3532,ايروسبكت اقراص
P3533,ابيكافيت امبول
P3534,ابيريزين شراب 60مل /ايبيكو
P3535,الزاميندا 5مجم اقراص
P3536,اونوفيت شراب س ج
P3537,ابيكوسيللين 500 كبسول/ايبيكو
P3538,ادويتين 30مل اقراص
P3539,ارتيك اقراص س ق
P3540,ارتيكسبان 2.5 م اقراص
P3541,اتراكس اقراص س ج
P3542,اتوموكس 40 ايبكس
P3543,اترانوكس 100م 15كبسولة
P3544,اجيولاكس اكياس س ج
P3545,ارجينت بلس كريم
P3546,اريسبت 5مجم 7قرص
P3547,اربيبرازول 20م اقراص
P3548,برونكوفنت شراب
P3549,برونكوفاكسيوم اكياس
P3550,بريفكس سبراى 120مجم س ج
P3551,برونكوفاكسوم للاطفال كبسول س ج
P3552,اسباتريند اكياس س ج
P3553,افارا 10مجم/اقراص
P3554,افيبرافير 200م اقراص
P3555,اكنيتاز جيل
P3556,اكتى لايف كبسول
P3557,اكساريتك 20مجم 30قرص
P3558,انفابرو كبسول
P3559,انسباجو 25 اقراص
P3560,او زد كريم
P3561,اوميجا بريس 1م اقراص
P3562,دونيبيزيل 5م اقراص
P3563,كالسيمات كبسول س ج
P3564,الكابريس 5م 2شريط اقراص س ج
P3565,كونكور 5   3شرائط اقراص س ج
P3566,زيلوريك 100 - اقراص س ج
P3567,باكازول اورال جيل
P3568,بانثينول لوسيون س ج
P3569,باكتيفلوكس 500 اقراص
P3570,باراسيتامول محلول /فاركو
P3571,تريتو شامبو
P3572,تريفارول اقراص
P3573,ترياكور 5.5م اقراص
P3574,ترايوسيبت 6 شريط س ج
P3575,توبيكورت كريم
P3576,نورماس شراب
P3577,نيو اكيم اويل60م زيت س ج
P3578,هيبافورت كبسول
P3579,كاربالتا 30مل اقراص
P3580,لاميدين 150مجم 10قرص
P3581,لاميدين 100مجم 3شرائط اقراص
P3582,وايت شادو كريم س ق
P3583,نت كلين شراب
P3584,نت كلين 500 اقراص
P3585,كيور برو كبسول
P3586,مينوف كريم
P3587,ويست اير اكياس س ج
P3588,فيتاسيد سى فوار
P3589,زيثروماكس 500مجم كبسول
P3590,نيكسيم 40مجم 4شريط
P3591,كلوفاكورت مرهم
P3592,كلينداسين كبسول
P3593,كلاسيد 125 شراب س ج
P3594,كلاريكان اس ار 14 قرص
P3595,كليرا ديرم دش مهبلى س ج
P3596,كوليتمب اقراص
P3597,كولا ويل اكياس
P3598,كولد تركس اقراص
P3599,كومبيجليز اكس ار اقراص
P3600,ليفوكتيفان 5 مجم 30قرص
P3601,ك دايون اقراص
P3602,كحول ايثيلى 70%بالجليسرين سبراى 100م
P3603,لوسار بلس ق/يونى فارم
P3604,فيولا سيرم
P3605,فيولا شامبو
P3606,فيولا ماسك كريم
P3607,فيناكسان 500مجم اقراص
P3608,ليدوسين مرهم
P3609,ليرجيكير اقراص
P3610,ميكسورا اقراص
P3611,ميليتوفكس 500/12.5 اقراص
P3612,فاينال 2شامبو
P3613,فاروفين امبول
P3614,فاكساتو 15م اقراص
P3615,فارماجاتين نقط عين مضاد حيوى
P3616,ماجنا بيوتك 312 شراب س ج
P3617,لبن اس 26 رقم 3 بروجرس جولد 400ملى
P3618,فروزيتور 10 م اقراص
P3619,مونوشو 500 اقراص س ج
P3620,مونتا فيس غسول للوجه س ق
P3621,ليمتليس تروميرك 500م اقراص
P3622,ليفيبكس شراب
P3623,فاى سينس صابون
P3624,مازرفيت اقراص
P3625,ماكسرون مساج جيل
P3626,فنتامور كريم
P3627,فنتولين ديسكس س ج
P3628,فوكسازولدين600مجم 10ق
P3629,كونفاجران 50مجم 30كبسول
P3630,فيسرا حقن س ج
P3631,فيكوفارتيك 20م اقراص
P3632,بانتوجار كبسول س ج
P3633,بروفين 200مجم اقراص صغير س ج
P3634,تكلو اقراص
P3635,اماريل 3مجم 3شرائط
P3636,نوفلو اقراص س ج
P3637,ايزيلين شراب س ج
P3638,ريجيماكس 30كبسوله س.ج
P3639,سيدوفاج  850 - 30قرص س ج
P3640,بانادول اكسترا اقراص4شريط س ج
P3641,رابيفلام 50مجم اقراص
P3642,فاركولين محلول تنفسى س ج
P3643,كاندلكان بلس12.5/16مجم س ج
P3644,ابيفاسى 5000 وحدةامبول س ج /ايبيكو
P3645,ترياكسون 1/2جم عضل س ج
P3646,دولفين 25مجم 2شريط لبوس
P3647,دوفالاك شراب ابوت200 ملى
P3648,دولفين 12.5 لبوس 2 شريط  س ج
P3649,فوكسيم 1جم فيال
P3650,كونتا فلو اقراص
P3651,سينوبريل 5مجم 3شريط
P3652,ليليبل 10م اقراص
P3653,سويتال 300 كيس
P3654,سيستان قطرة س ج
P3655,ايفرزين لوسيون 60مجم
P3656,كوادريدرم  30جم كريم
P3657,فنتو كف عادى شراب
P3658,كونجيستال 2شريط اقراص س ج
P3659,تستونون 250 - 1امبول
P3660,هيدروفيرين نقط س ج
P3661,روتاهيلكس فورت شراب س ج
P3662,فيروديودينال اقراص
P3663,ليبيتور 40مجم 2شريط س ج
P3664,ا فيتون كبسول س ج /القاهرة
P3665,كريستور 10مجم 4شريط  س ج
P3666,اسبرين بروتكت 100م س ج
P3667,دوكسيوم 500 كبسول س ج
P3668,نيورونتين 300 كبسول
P3669,نيفيلوب 5مجم اقراص
P3670,دلتارينو اسبرى س ج
P3671,ثيوتاسيد 600 مركب كبسول س ج
P3672,ثيوتاسيد 600 اوريجينال  اقراص س ج
P3673,ليمتليس ميلجا س ج
P3674,بيتادين محلول مطهر صغير
P3675,جابتين 100 3شرائط س ج
P3676,مونوماك 20 اقراص س ج
P3677,بيوتين فورت كبسول س ج
P3678,ديكلاك امبولات س ج
P3679,سيردالود 2مجم اقراص س ج
P3680,فيلداجلوز بلس1000/50 اقراص س ج
P3681,نابيبرادين 7.5 مجم اقراص
P3682,ستروسيد ماغنسيوم فوار س ج
P3683,ايسوبتن 80 اقراص
P3684,ببتك كير اقراص
P3685,كريستوليب 10مجم/3 شريط
P3686,ميلجا ادفانس اقراص ايفا س ق
P3687,بانتولوك 20م 14كبسولة س ج
P3688,بروفين شراب كبير س ج
P3689,فروتال شراب س ج
P3690,تلفاست 100مل اطفال شراب س ج
P3691,تادانيرفى 20مجم بديل سيالس استحلاب
P3692,جاسترازول كبسول
P3693,دايجست ايز كبسول س ج
P3694,سباسكولون 100مجم 3 شرائط
P3695,اوكاربون اقراص س ج
P3696,فيبراميسين اقراص س ج
P3697,سيمبرينزا نقط
P3698,بارامول شراب س ج
P3699,هاى بيوتك 600م شراب س ج
P3700,امريزول 250 اقراص العامرية س ج
P3701,اوبلكس شراب س ج
P3702,اوسوفورتين اوريجينال 5000 اقراص س ج
P3703,ديفارول مائى س ج
P3704,ميوكوتك 150مجم 2شريط س ج
P3705,مارفيل كريم س ج
P3706,سوبراكس 60 شراب س ج
P3707,سوفيناسين 10مجم اقراص
P3708,كونفنتين 100 3شريط
P3709,ديور جوى اقراص
P3710,دوليبران اقراص س ج
P3711,لبن نان 1 س ج
P3712,تامسولين بلس
P3713,وان الفا 1جم اقراص س ج
P3714,فوليك اسيد ميباكو اقراص س ج
P3715,ايبوتين 4000 سيديكو امبول
P3716,ديبوفيت 5امبوله س ج
P3717,هيموجيت كبسول س ج
P3718,اورسوفالك كبسول  مينا فارم س ج
P3719,كومتركس 2شريط س ج
P3720,بيتولفكس سرنجات جاهزه س ج
P3721,جاستروبيوتيك 550 اقراص 2شريط
P3722,نوتوسيل شراب كيما فارم س ج
P3723,سالبين 1500 فيال س ج
P3724,استيروماب 20مجم 30 قرص
P3725,اورسو بلاس كبسول س ج
P3726,اوكساليبتال 300مجم كبسول س ج
P3727,بالموكورت 500امبول س ج
P3728,استيل سستايين 600 اكياس س ج
P3729,اوميجا ار اكس جيلى اقراص س ج
P3730,نيكسيم اكياس
P3731,اتورستات 40مجم 14قرص
P3732,اوسوفورتين 10.000 بي تو اقراص
P3733,انسولين نوفو رابيد فليكس بين قلم
P3734,سيريلاك فواكه صغير
P3735,سيريلاك ارز 125م صغير
P3736,بروكسيمول مركب فوار زجاجه س ج
P3737,اومنيك اوكاز4.5م س ج
P3738,كليندام 300 2شريط س ج
P3739,سيرفيتام كبسول س ج
P3740,سفترياكسون 500 بيوكيم عضل س ج
P3741,جوافه شراب س ج
P3742,الفينترن 3 شريط س ج
P3743,ميثوريلاكس3 شريط اقراص س ج
P3744,فنتو كف خالى من السكر شرب
P3745,اوجمنتين 457 شراب س ج
P3746,ديبروكورتين امبول س ج
P3747,توبراديكس مرهم س ج
P3748,انسولين مكستارد 100 وحدة س ج
P3749,ديافانس 5مجم اقراص
P3750,مونوماك ديبو اقراص س ج
P3751,ليبيتور 40مجم 7 قرص
P3752,هيموجيت امبول كبير 6 امبوله س ج
P3753,كونكور 10مجم 3شرائط س ج
P3754,اوجرام 457مجم 60مل شرب
P3755,يوريبان شراب س ج
P3756,بلوكاتنس 160/10 اقراص س ج
P3757,جاست ريج 200 3شرائط س ج
P3758,تلفاست 120 2شريط  س ج
P3759,سوفيناسين 5مجم 3شرائط
P3760,ديمرا 2شريط كبسول س ج
P3761,كولوروز 10/10بلس 2شريط
P3762,ميلجا 4 شرائط س ج
P3763,اسبوسيد للاطفال س ج
P3764,سبكتون25_اقراص بديل الداكتون س ج
P3765,انتوكس اقراص
P3766,الكابريس 10مجم 3شريط س ج
P3767,نيفيناك قطره
P3768,تيراتام 500مجم اقراص س ج
P3769,اكساميد 20مجم اقراص س ج
P3770,تامسولين كبسول
P3771,اربيبركس شراب
P3772,كيناكومب كريم س ج
P3773,فى جون 100مجم اقراص فياجرا العامريه
P3774,ازوبت نقط س ج
P3775,زيروفازيت 20/10 مجم اقراص
P3776,كونترولوك 40مجم كبسول
P3777,ميجاموكس 228 شراب س ج
P3778,اكتوس 15مجم اقراص س ج
P3779,كورنيترز جيل قطرة
P3780,جابابانتين 800م اقراص
P3781,جابابانتين 300مجم 3شرايط س ج
P3782,اريك  3شريط كبسول س ج
P3783,اسبريكارلو 81 اقراص العامريه
P3784,فلاجيل 500 - اقراص س ج
P3785,انتودين 20 3شرائط اقراص س ج
P3786,تريتاس 1.25 اقراص س ج
P3787,كونفنتين 300 اقراص س ج
P3788,وينترياكسون 1جم عضل س ج
P3789,دافلون 500 اقراص س ج
P3790,زاكاجلون 3 امبول س ج
P3791,زنكوديرم لوسيون
P3792,دوجماتيل 50مجم كبسول س ج
P3793,اي
P3794,ايرالونير 25مجم 2 شريط س ج
P3795,ريفاروسبير 20مجم
P3796,سيستان جيل س ج
P3797,رانى اف اكياس صغير س
P3798,ستاركوبريكس 5مجم 3شريط س ج
P3799,وان الفا 0.25 30ق س ج
P3800,بيتادين ريكسودين محلول مطهر
P3801,اللير 5مجم اقراص س ج
P3802,فلوكسامو 1جرام كبسول س ج
P3803,اندوبوكستين 60م س ج
P3804,سيريتيد 250ديسكس س ج
P3805,فلاميفاست 50مج اقراص الحكمة
P3806,اوتال نقط س ج
P3807,كيورام 1جم 12قرص س ج
P3808,بروكورالان  7.5مجم 4شريط
P3809,ال سى بلاس نقط
P3810,وان الفا  0.5مجم 30 ق س ج
P3811,سبازمودايجستين 2شريط س ج
P3812,ازجوفانس 40 مجم اقراص
P3813,كولوفيرين اس ار 3شرائط س ج
P3814,ميوكوستا 100مجم 20قرص س ج
P3815,لاكتيلوز شراب صغير س ج
P3816,بيونال 3شرائط س ج
P3817,سيلدافا 3شرائط
P3818,كلاسيد 500 كبسول س ج
P3819,اليرجلوبير 10 مجم 2 شريط
P3820,سبترين شراب س ج
P3821,كلوسول اسبراى س ج
P3822,بيتاكور اقراص س ج
P3823,ديكسازون اقراص 1شريط
P3824,فوناسبير 20مجم اقراص
P3825,كالسيترون3 شريط كبسول س ج
P3826,نيوروفيت اقراص س.ج
P3827,انماكس حقنه شرجيه امون س ج
P3828,نوفاكتام 1500مجم فيال س ج
P3829,جالفز ميت1000/50م س ج
P3830,سبازمومين اقراص س ج
P3831,ال كارنيتين 5حقنه ميباكو س ج
P3832,دايجستوزيم اقراص
P3833,فلاتيديل _اقراص س ج
P3834,كوفرسيل1.25/5بلس 15قرص
P3835,دياكيورماب 25 مجم اقراص
P3836,سيربروماب 200مجم اقراص
P3837,ايزليزيبين 400مجم ق
P3838,ميوفين 3شريط كبسول س ج
P3839,جاكودان جيل
P3840,سيريلاك قمح ولبن صغير 125م س ج
P3841,ايفى زاد شراب
P3842,يونيكتام 750 فيال س ج
P3843,دياميكرون 30مجم ام ار 3شرائط س ج
P3844,نورفاسك 5مجم اقراص 3 شريط س ج
P3845,ليت اب كريم تفتيح
P3846,ازوجوفانس40مجم س ج
P3847,بانادول ادفانس اقراص 4 شريط
P3848,ستلاسيل 5مجم اقراص
P3849,ازارجا نقط 5مل س ج
P3850,زيثوتراك 500 مجم بديل زيثرون 3 قرص
P3851,انتينال كبسول 2شريط س ج
P3852,كوانزيم كيو 10 كبسول
P3853,تيبونينا فورت اقراص س ج
P3854,دياكيوريماب10مجم
P3855,انسولين مكستارد 30 اتش ام بنفلت س ج
P3856,تريتاس 2.5 اقراص
P3857,اوكسى بروجيست150 مجم امبول
P3858,ايزوجاست 40  14 قرص
P3859,سيبروفلوكساسين 750 كبسول اورجانو
P3860,ديكونجستيل لبوس س ج
P3861,جاراميسين كريم 15مل س ج
P3862,ترينو تريكس اقراص
P3863,توبركس نقط
P3864,مومنتا 30مجم كبير
P3865,سانسوفيت بلس حديد 160م شراب
P3866,كارنيفيتا ادفانس سيدات 30كيس احمر
P3867,بريستو شيكولاته اقراص
P3868,الزاميندا 20مجم 21قرص
P3869,سليمر50كيس
P3870,كليكسان 40 - 2 سرنجه س ج
P3871,امبيزيم 3شرائط س ج
P3872,موتينورم شراب س ج
P3873,بيرجاتون اقراص 3شرائط س ج
P3874,تريكسوتاز 1500مجم حقن
P3875,سيريلاك فواكه كبير
P3876,سيفوتاكس 1000 فيال س ج
P3877,ريلاكس جل س ج
P3878,لاميفين 250م
P3879,ادفانس صابون س ج
P3880,تاروليمس كريم
P3881,ازيلاست بلس بخاخه
P3882,سومازينا 10مل نقط : شراب
P3883,ديبافالى 50مجم /1000بلس 28قرص
P3884,اورازون شراب س ج
P3885,ثرومبكس جيل س ج
P3886,بريمبران 1شريط اقراص س ج
P3887,سيلوكينزوك 100مجم س ج
P3888,ديلاترول 6.25 3شريط اقراص
P3889,مووف اب كريم مساج
P3890,رواكول كبسول 3شرائط س ج
P3891,دوكسيبروكت مرهم
P3892,اوكتاترون 3شريط س ج
P3893,شوجارلو بلس 850/50 اقراص
P3894,ازروليد اقراص3ق جديد
P3895,جوسبرين اقراص 3شريط س ج
P3896,اوبلكس ان 10اقماع لبوووووس
P3897,دوكسيرازول 60مجم/ك س ج
P3898,اتوريزا10 /10اقراص 2 شريط
P3899,اركوكسا 90ميرك
P3900,سيرازيت اقراص
P3901,جاروبرايد اقراص
P3902,كولونا 3شرائط س ج
P3903,ميراج 1جم حقن
P3904,بانادول كولد اند فلو
P3905,ماكسوفاج اكس ار30قرص/نكست
P3906,انسولين اكت رابيد بنفل
P3907,انسولين توجيو سولوستار قلم
P3908,ديباكين كرونو ق/افنتس
P3909,نيزابكس شامبو/ابيكس
P3910,بروكورالان7.5مجم28ق/سيرفييه
P3911,ترنتال400 اس ار/افنتس
P3912,انتوكس اقراص/ميباكو
P3913,اوركاديكسولين نقط/ثلاجه/اوريكيديا
P3914,ترايمد فلو س.ج
P3915,فرى فيت اقراص
P3916,كريستور 5 ملى ك/استرازينيكا
P3917,اليكويس2.5 اقراص
P3918,كولد فرى ق 2 شريط/اورجانو
P3919,بروليا حقن
P3920,جاراميسين    كريم/ممفيس
P3921,كالسيترون3شريط/سعر جديد
P3922,نازونيكس اسبراى/ثلاجه
P3923,برين باور جنكو بيلوبا ك /ايما فارم
P3924,جروث فورميولا حوامل فانيليا/بايو
P3925,تلفاست180م2شريط/افنتس
P3926,كلنفا دش 250 مل كبير/ماكرو
P3927,اميجرا ويست2.5 اقراص/ويسترن
P3928,دوزين 4مجم ق/ابيكو
P3929,كونكور 5عادي3ش/امون
P3930,ايرستابيكس 40/12.5 بلاس ك /ابيكس
P3931,ديمرا ق/اكتوبر فارما
P3932,فيتا سترس زنك كبسول/المهن
P3933,فيروترون 3 شريط سعر جديددددددد
P3934,ميوكو اس ار كبسول 2ش/جلوبال
P3935,بانثينول كريم كبير 50جم
P3936,استوهالت 40م اقراص
P3937,اسبرين بروتيكت/ممفيس
P3938,اوكيوجارد 30كبسول اكس ال /اوركيديا
P3939,كونكور5بلاس3شريط/امون
P3940,نيورونتين 300مجم ك/فايزر
P3941,باى كيتوجيسك3شريط
P3942,باى الكوفان 3شريط الجديد
P3943,رانى    فوار صغير
P3944,كاندى استحلاب عسل وليمون كبير 2شريط
P3945,نازا كورت اسبراي/افنتس
P3946,اجيولاكس س.ج
P3947,روبالجين كريم/القاهرة
P3948,فوار فواكه سعر جديدددددددد /فاركو
P3949,سيمباتيكس 30مجم ك 2شريط/ايفا
P3950,جابتين 100ق 3شريط/دلتا فارم
P3951,دافلون 500 ق2شريط جديدددددددد
P3952,اتروفنت500ملي امبول/المصريه
P3953,دوفالاك شراب /ابوت
P3954,روتاسى 60 ق/القاهرة
P3955,فيدروب نقط/المهن
P3956,مينوفيللين اس ار ق/الاسكندرية
P3957,كارباميد هيبتا 50 جرام
P3958,كتافاست س.ج
P3959,كتافلام   50 ق 2 شريط / جديددددد
P3960,اسبوسيد اطفال ق/سيد
P3961,انسولين مكستارد بنفل
P3962,اوركاتيرز بلس نقط/اوركيديا
P3963,دوليبران 1جم4 شرسطططط جديددد
P3964,روسيتور10م اقراص
P3965,كوليروز10مل
P3966,كولشيسين ق/النصر
P3967,كو تارج  160/12.5 /2 ش/نوفارتس
P3968,موزابرايد 5 مجم ق 3 ش/ويسترن
P3969,بيبون بلاس ك/ميباكو
P3970,بينسيلونج فيال  بديل بنستارد
P3971,ميثيل تكنو لزقه   جديد
P3972,فاردينو راكت 20 مجم
P3973,كابرون اقراص/امون
P3974,ستربتوكين اقراص جديد
P3975,بريجناكير30كبسولة
P3976,برونكوفاكسوم اكياس/ممفيس
P3977,تريتوسبوت كريم صغيررررررررررررر/ايفا
P3978,ازروليد1200م شراب
P3979,نكسيام20مل4شريط/استرازينكا
P3980,كليرست ق
P3981,اميجران 3شريط /العربية
P3982,رومانتيجرا 20مجم ق
P3983,ريمواكس نقط
P3984,سيربروبروف نقط اطفال
P3985,ليفوكسين500مجم ق/امون
P3986,نيرفيزام 30 كبسوله
P3987,افيتركس جيل/ماكرو جروب
P3988,تلفاست    شراب/افنتس سعر جديد
P3989,حمض الفوليك/ميباكو
P3990,مووف مساج سعر جديد
P3991,ايتم  شامبو/ماش
P3992,ريجو شامبو /ماكرو
P3993,سيتال شراب /ابيكو
P3994,كيناكومب كريم صغير/جلاكسو4
P3995,ميجاموكس 457 شراب/سبيماكو
P3996,نيوروفيت امبول العامريه 6امبولسعر جديددد
P3997,هيلوسول سبراى/اكديما
P3998,دالاسين سى 300 ك/فايزر
P3999,ماغنسيوم بلس ق/ميباكو
P4000,ثرومبكس كريم40جم/مينا فارم
P4001,ريبايون ان جيل بديل ريباريل
P4002,ميبو مرهم صغير/جلفار
P4003,كارديكسين اقراص/الاسكندرية
P4004,ازروليد أقراص/العامرية
P4005,جلوكوفاج اكس ار ق 1000/مينا
P4006,اوستيوكير اقراص/ايجيبت
P4007,توبرادكس قطره/الكون
P4008,كونترولوك 40 مجم  جديددددد
P4009,سى ريتارد 500 قراص/الحكمة
P4010,ايفريزين  لوسيون
P4011,ثيروكسين50م
P4012,زيثرون 3قرص/امون
P4013,زيثرون 5 قرص/امون
P4014,تادالونج20م اقراص
P4015,تادانيرفى20ممم لزقه بديل سياليس
P4016,ارثروفاست 150مجم اقراص سعر جديد
P4017,كلير اير 4 ملى اقراص/امون
P4018,كلير اير 10 ملى 2 شريط/امون
P4019,اوكسيمت نقط كبار/الفرعونيه
P4020,كوليروز بلاسسسسس10/10
P4021,كوللو ماك محلول/اكتوبر
P4022,كولوفرين د3شريط/سعرجديد
P4023,كولوفرين أ 3شريط/كيميفارم قديممممم
P4024,جى سى مول فوار/فاركو
P4025,سى زنك  شركه ايفا
P4026,ديفارول اس 2مل
P4027,ديامونريكتا4قرص
P4028,سيفامول فوار/سيد
P4029,سينلرج  ق2شريط /ايفا
P4030,بانثينول بلاس كارباميد هيبتا
P4031,تافسين 500 اقراص/الحكمة
P4032,داونوسترين10/40  28ق
P4033,دافاليندى 10000 جديد ركزززز
P4034,زانوجلايد30/4مجم30قرص
P4035,شاركيلاج ك
P4036,سترونج فيل شامبو عاددى  سعر 185
P4037,كلاتكس75 ق3 ش  سعر قديم
P4038,امبيكوزا تريو 5/25/10000
P4039,انجيوسارتان 40 4ش/كيميفارم
P4040,فولتارين 100اس ار ق 2ش/نوفارتس
P4041,فولتارين جل كبير جدا100ملى جرام
P4042,لوبريفسك قطرة/س.ج
P4043,ايفيروسبان شراب/ماركيرل
P4044,ايندوميثازين لبوس /العربية
P4045,دياميكرون 60 ام ار  جديددد
P4046,ديلاترول 25مجم3شريط/كيميفارم
P4047,نيرها سيلد75 م سعر 64 لزقه
P4048,سانسو ماغنسيوم
P4049,كاندى استحلاب برتقال /برازر
P4050,انتودين40 مجم ق 3 شريط
P4051,سنجيولير 10 س ج
P4052,سولفيكس كريم 120م كبيرCMO
P4053,فيلداجلوز 50/1000 بلس30قرص/انسبيرا
P4054,ميليتوفكس10 م
P4055,زنكترون ق 3شريط
P4056,اوكاربون ق/ جديد
P4057,بوسكوبان ق عادى/سيد
P4058,ثيوتاسيد 600مركب ق/ايفا فارم
P4059,سيرفيتام ق
P4060,سيلينجينا شامبو/بارك فيل
P4061,كيماجرا100مجم 4 قرص/كيميفارم
P4062,سبازمو بيرالجين ق3 شريط صغيره/القاهرة
P4063,اركوكسيا 90 مللى
P4064,بروفين 200علبة صغيرة/ابوت
P4065,برونكوفاكسوم كبار اقراص/ممفيس
P4066,مليجا 4شريط سعر جديد
P4067,زنك اوليف كريم/المهن
P4068,سوفيناسين10مجم 2شريط/ماركيرل
P4069,نورفاسك 5 مج 3شريط/فايزر
P4070,ايسوبتن240مجم30قرص/ابوت
P4071,تيبوفورتين80مجم30ق فورت/ماركيرل
P4072,ميبافيوران 100مجم ك/ميباكو
P4073,بارامول 1 جرام اقراص جديدددددد
P4074,داونوبرازول اكياس فوار40مجم
P4075,كال ماج كبسول/طيبة
P4076,لاميفين كريم/المجموعه المصريه
